dt_giveout_t,uch,venchile_gn_t,wp_dest_t,given_mass_t,table_color,date_color,status,status_id,guid
11.05.2024,ГОРЕВАЯ,АТЗ № 90173 (У092ТВ38) НЕФАЗ-66062-10,ГОРЕВАЯ,1822.2,white,,Загружен,2,WPGUID18D240511171814S194
11.05.2024,КУВАЙ,90153 (К030ВМ14) КАМАЗ НЕФАЗ 66062-10,КУВАЙ,4217.5,white,,Загружен,2,WPGUID38D240511150844S485
10.05.2024,КУВАЙ,90153 (К030ВМ14) КАМАЗ НЕФАЗ 66062-10,КУВАЙ,5072.5,white,,Загружен,2,WPGUID38D240510155433S484
10.05.2024,ГОРЕВАЯ,АТЗ № 90173 (У092ТВ38) НЕФАЗ-66062-10,ГОРЕВАЯ,2634.4,white,,Загружен,2,WPGUID18D240510092018S193
10.05.2024,АНДАТ,376 (К309МТ124) АТЗ КАМАЗ 43118,ТЮХТЕРЕК; ПИХТАЧИ,6797,white,,Загружен,2,WPGUID29D240511175355S898
10.05.2024,АНДАТ,365 АТЗ  КАМАЗ 43118,БИЗА; АНДАТ,4141.7,white,,Загружен,2,WPGUID29D240511175141S897
10.05.2024,НАДЕЖДА,170 УРАЛ 375Е,НАДЕЖДА,3372,white,,Загружен,2,WPGUID15D240511161325S631
10.05.2024,НАДЕЖДА,ТЕХНИКА ДРУГОГО СКЛАДА,Б.МУРОЖНАЯ,427.9,white,,Загружен,2,WPGUID15D240511161739S632
10.05.2024,КАРАГАН,529 (E995PO124) ГАЗ -С41А23 (SADKO NEXT),КАРАГАН,1579,white,,Загружен,2,WPGUID36D240510203029S560
10.05.2024,КАРАГАН,529 (E995PO124) ГАЗ -С41А23 (SADKO NEXT),КАРАГАН,1649.7,white,,Загружен,2,WPGUID36D240510194205S559
10.05.2024,КАРАГАН,529 (E995PO124) ГАЗ -С41А23 (SADKO NEXT),КАРАГАН,1997.6,white,,Загружен,2,WPGUID36D240510113134S558
10.05.2024,КАРАГАН,529 (E995PO124) ГАЗ -С41А23 (SADKO NEXT),КАРАГАН,1445.8,white,,Загружен,2,WPGUID36D240510110202S557
10.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,799.2,white,,Загружен,2,WPGUID26D240510175002S816
10.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,1098.6,white,,Загружен,2,WPGUID26D240510154942S815
10.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,1773.7,white,,Загружен,2,WPGUID26D240510143704S814
10.05.2024,ТЮРЕПИНО,22135 (H351PH124) АТЗ 2790G-11,ТЮРЕПИНО,1223.7,white,,Загружен,2,WPGUID10D240511084406S486
10.05.2024,ТЮРЕПИНО,22135 (H351PH124) АТЗ 2790G-11,ТЮРЕПИНО,1719,white,,Загружен,2,WPGUID10D240511081557S485
10.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1229 (Т643УХ124) АВТОТОПЛИВОЗАПРАВЩИК УРАЛ 4320,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1267.5,white,,Загружен,2,WPGUID7D240510171033S416
10.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,ТЕХНИКА ДРУГОГО СКЛАДА,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,19318.3,white,,Загружен,2,WPGUID7D240510170744S415
10.05.2024,СИСИМ-ДРАЖНЫЙ,90261 (Р594РТ124),СИСИМ-ДРАЖНЫЙ,6714.9,white,,Загружен,2,WPGUID41D240511083207S609
10.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1297 (794) КАМАЗ 4310 ТОПЛИВОЗАПРВЩИК,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,5058,white,,Загружен,2,WPGUID16D240510115016S231
10.05.2024,ПОЛУДЕНОВКА ,90207 (Н675ВА138) ЦИСТЕРНА-565815(ГБ-ОПА-4310),ПОЛУДЕНОВКА ,5059.3,white,,Загружен,2,WPGUID33D240511073803S457
10.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1355.8,white,,Загружен,2,WPGUID20D240510093819S690
10.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1646.1,white,,Загружен,2,WPGUID20D240510190313S691
10.05.2024,ЛЕОНТЬЕВСКИЙ     ,90020 (А302УА38) УРАЛ ТОПЛИВОЗАПРАВЩИК,ЛЕОНТЬЕВСКИЙ     ,4297.3,white,,Загружен,2,WPGUID34D240511061238S416
09.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1229 (Т643УХ124) АВТОТОПЛИВОЗАПРАВЩИК УРАЛ 4320,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1692,white,,Загружен,2,WPGUID7D240509151230S414
09.05.2024,СИСИМ-ДРАЖНЫЙ,90261 (Р594РТ124),СИСИМ-ДРАЖНЫЙ,5176.9,white,,Загружен,2,WPGUID41D240510143657S608
09.05.2024,ТЮРЕПИНО,22135 (H351PH124) АТЗ 2790G-11,ТЮРЕПИНО,1417.9,white,,Загружен,2,WPGUID10D240510114914S484
09.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1297 (794) КАМАЗ 4310 ТОПЛИВОЗАПРВЩИК,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,5901,white,,Загружен,2,WPGUID16D240509170615S230
09.05.2024,ПОЛУДЕНОВКА ,90207 (Н675ВА138) ЦИСТЕРНА-565815(ГБ-ОПА-4310),ПОЛУДЕНОВКА ,5269.3,white,,Загружен,2,WPGUID33D240510100237S456
09.05.2024,КАРАГАН,529 (E995PO124) ГАЗ -С41А23 (SADKO NEXT),КАРАГАН,1703,white,,Загружен,2,WPGUID36D240509200943S556
09.05.2024,КАРАГАН,90069 (Т137ТТ70) УРАЛ 4320 (АВТОЦИСТЕРНА),КАРАГАН,1688,white,,Загружен,2,WPGUID36D240509104816S555
09.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1030.1,white,,Загружен,2,WPGUID20D240510080138S689
09.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1506.1,white,,Загружен,2,WPGUID20D240509085523S688
09.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,90085 (C003РУ55) ТОПЛИВОЗАПРАВЩИК УРАЛ 5668Т5,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,4660.6,white,,Загружен,2,WPGUID2D240510081000S231
09.05.2024,БЕССОНОВСКИЙ,80028 МАЗ 5337 АТЗ (БЕЗ ДОКУМЕНТОВ),БЕССОНОВСКИЙ,8330,white,,Загружен,2,WPGUID46D240509183713S221
09.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,557.8,white,,Загружен,2,WPGUID26D240509180244S812
09.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,518.3,white,,Загружен,2,WPGUID26D240509175613S811
09.05.2024,МАГЫЗЫ,90260 (C445KP124) НЕФАЗ 66062,УСТЬ-ВЕСЕЛЫЙ ,3366.5,white,,Загружен,2,WPGUID26D240509165754S810
09.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,1096.9,white,,Загружен,2,WPGUID26D240509165511S809
09.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,2133.6,white,,Загружен,2,WPGUID26D240509104223S808
09.05.2024,ТУКША,624 (Х784РУ24) АТЗ УРАЛ 4320,ТУКША,7987.8,white,,Загружен,2,WPGUID43D240509161716S201
09.05.2024,ТЮРЕПИНО,ТЕХНИКА ДРУГОГО СКЛАДА,МАМОН,19634.3,white,,Загружен,2,WPGUID10D240509161509S483
09.05.2024,КУВАЙ,90153 (К030ВМ14) КАМАЗ НЕФАЗ 66062-10,КУВАЙ,8225.2,white,,Загружен,2,WPGUID38D240509160535S483
09.05.2024,ТЮРЕПИНО,22135 (H351PH124) АТЗ 2790G-11,ТЮРЕПИНО,1510.8,white,,Загружен,2,WPGUID10D240509160345S481
09.05.2024,НАДЕЖДА,170 УРАЛ 375Е,НАДЕЖДА,3719.7,white,,Загружен,2,WPGUID15D240509120255S630
09.05.2024,АНДАТ,376 (К309МТ124) АТЗ КАМАЗ 43118,ТЮХТЕРЕК; ПИХТАЧИ,5790.3,white,,Загружен,2,WPGUID29D240511170453S896
09.05.2024,АНДАТ,365 АТЗ  КАМАЗ 43118,БИЗА; АНДАТ,4058.8,white,,Загружен,2,WPGUID29D240511165242S895
08.05.2024,АНДАТ,376 (К309МТ124) АТЗ КАМАЗ 43118,ТЮХТЕРЕК; ПИХТАЧИ,4897.9,white,,Загружен,2,WPGUID29D240510152739S894
08.05.2024,АНДАТ,365 АТЗ  КАМАЗ 43118,БИЗА; АНДАТ,5260.6,white,,Загружен,2,WPGUID29D240510152019S893
08.05.2024,ТЮРЕПИНО,22135 (H351PH124) АТЗ 2790G-11,ТЮРЕПИНО,984.9,white,,Загружен,2,WPGUID10D240509143543S480
08.05.2024,ТЮРЕПИНО,ТЕХНИКА ДРУГОГО СКЛАДА,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,19671.2,white,,Загружен,2,WPGUID10D240509122220S479
08.05.2024,ТЮРЕПИНО,22135 (H351PH124) АТЗ 2790G-11,ТЮРЕПИНО,1548.7,white,,Загружен,2,WPGUID10D240509120725S477
08.05.2024,ПОЛУДЕНОВКА ,90207 (Н675ВА138) ЦИСТЕРНА-565815(ГБ-ОПА-4310),ПОЛУДЕНОВКА ,6470.7,white,,Загружен,2,WPGUID33D240509090409S455
08.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,1258.5,white,,Загружен,2,WPGUID26D240508175351S807
08.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,1249.3,white,,Загружен,2,WPGUID26D240508155006S806
08.05.2024,МАГЫЗЫ,90260 (C445KP124) НЕФАЗ 66062,УСТЬ-ВЕСЕЛЫЙ ,5069.1,white,,Загружен,2,WPGUID26D240508103212S805
08.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,2121,white,,Загружен,2,WPGUID26D240508102909S804
08.05.2024,СИСИМ-ДРАЖНЫЙ,90261 (Р594РТ124),СИСИМ-ДРАЖНЫЙ,6892.9,white,,Загружен,2,WPGUID41D240509085140S607
08.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,90085 (C003РУ55) ТОПЛИВОЗАПРАВЩИК УРАЛ 5668Т5,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,2541.4,white,,Загружен,2,WPGUID2D240509083636S230
08.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1229 (Т643УХ124) АВТОТОПЛИВОЗАПРАВЩИК УРАЛ 4320,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,2524,white,,Загружен,2,WPGUID7D240508151240S413
08.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1297 (794) КАМАЗ 4310 ТОПЛИВОЗАПРВЩИК,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,2950.5,white,,Загружен,2,WPGUID16D240508195800S229
08.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1368.2,white,,Загружен,2,WPGUID20D240508143417S687
08.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1380.4,white,,Загружен,2,WPGUID20D240508084017S686
08.05.2024,ЛЕОНТЬЕВСКИЙ     ,90020 (А302УА38) УРАЛ ТОПЛИВОЗАПРАВЩИК,ЛЕОНТЬЕВСКИЙ     ,1838.7,white,,Загружен,2,WPGUID34D240509060807S415
08.05.2024,НАДЕЖДА,170 УРАЛ 375Е,НАДЕЖДА,3223.2,white,,Загружен,2,WPGUID15D240508161634S629
08.05.2024,НАДЕЖДА,ТЕХНИКА ДРУГОГО СКЛАДА,ТЮРЕПИНО,301.2,white,,Загружен,2,WPGUID15D240508161255S628
08.05.2024,КУВАЙ,90153 (К030ВМ14) КАМАЗ НЕФАЗ 66062-10,КУВАЙ,462.5,white,,Загружен,2,WPGUID38D240508160349S482
08.05.2024,КУВАЙ,90153 (К030ВМ14) КАМАЗ НЕФАЗ 66062-10,КУВАЙ,8179.2,white,,Загружен,2,WPGUID38D240508160116S481
08.05.2024,ГОРЕВАЯ,АТЗ № 90173 (У092ТВ38) НЕФАЗ-66062-10,ГОРЕВАЯ,2187.9,white,,Загружен,2,WPGUID18D240508093828S192
07.05.2024,АНДАТ,ТЕХНИКА ДРУГОГО СКЛАДА,ПИХТАЧИ,1391.5,white,,Загружен,2,WPGUID29D240510145213S892
07.05.2024,ГОРЕВАЯ,АТЗ № 90173 (У092ТВ38) НЕФАЗ-66062-10,ГОРЕВАЯ,3071.9,white,,Загружен,2,WPGUID18D240507093449S191
07.05.2024,ТЮРЕПИНО,22135 (H351PH124) АТЗ 2790G-11,ТЮРЕПИНО,1162.5,white,,Загружен,2,WPGUID10D240509075753S476
07.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,90085 (C003РУ55) ТОПЛИВОЗАПРАВЩИК УРАЛ 5668Т5,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,4237.5,white,,Загружен,2,WPGUID2D240508090240S229
07.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,ТЕХНИКА ДРУГОГО СКЛАДА,ЕЛЕНКА,6985.6,white,,Загружен,2,WPGUID2D240508085908S228
07.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,90085 (C003РУ55) ТОПЛИВОЗАПРАВЩИК УРАЛ 5668Т5,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,6809,white,,Загружен,2,WPGUID2D240508084134S227
07.05.2024,АНДАТ,365 АТЗ  КАМАЗ 43118,БИЗА; АНДАТ,3488.1,white,,Загружен,2,WPGUID29D240508180423S891
07.05.2024,АНДАТ,365 АТЗ  КАМАЗ 43118,БИЗА; АНДАТ; ТЮХТЕРЕК; ПИХТАЧИ,7940.7,white,,Загружен,2,WPGUID29D240508171552S890
07.05.2024,КУВАЙ,90153 (К030ВМ14) КАМАЗ НЕФАЗ 66062-10,КУВАЙ,6723,white,,Загружен,2,WPGUID38D240508152352S480
07.05.2024,ПОЛУДЕНОВКА ,90207 (Н675ВА138) ЦИСТЕРНА-565815(ГБ-ОПА-4310),ПОЛУДЕНОВКА ,3417.8,white,,Загружен,2,WPGUID33D240508102301S454
07.05.2024,ПОЛУДЕНОВКА ,90207 (Н675ВА138) ЦИСТЕРНА-565815(ГБ-ОПА-4310),ПОЛУДЕНОВКА ,1152.3,white,,Загружен,2,WPGUID33D240508095622S453
07.05.2024,НАДЕЖДА,170 УРАЛ 375Е,НАДЕЖДА,4017.7,white,,Загружен,2,WPGUID15D240508091518S627
07.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1297 (794) КАМАЗ 4310 ТОПЛИВОЗАПРВЩИК,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,3372,white,,Загружен,2,WPGUID16D240508091159S228
07.05.2024,СИСИМ-ДРАЖНЫЙ,90261 (Р594РТ124),СИСИМ-ДРАЖНЫЙ,6658.7,white,,Загружен,2,WPGUID41D240508083437S606
07.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1229 (Т643УХ124) АВТОТОПЛИВОЗАПРАВЩИК УРАЛ 4320,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,3394.5,white,,Загружен,2,WPGUID7D240507152019S412
07.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1388.5,white,,Загружен,2,WPGUID20D240508065751S685
07.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1282.6,white,,Загружен,2,WPGUID20D240507112501S684
07.05.2024,ЛЕОНТЬЕВСКИЙ     ,90020 (А302УА38) УРАЛ ТОПЛИВОЗАПРАВЩИК,ЛЕОНТЬЕВСКИЙ     ,4038.7,white,,Загружен,2,WPGUID34D240508061610S414
07.05.2024,КАРАГАН,90069 (Т137ТТ70) УРАЛ 4320 (АВТОЦИСТЕРНА),КАРАГАН,5402.3,white,,Загружен,2,WPGUID36D240507173408S554
07.05.2024,КАРАГАН,529 (E995PO124) ГАЗ -С41А23 (SADKO NEXT),КАРАГАН,1477.8,white,,Загружен,2,WPGUID36D240507162422S553
07.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,1413.7,white,,Загружен,2,WPGUID26D240507181641S803
07.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,2211.2,white,,Загружен,2,WPGUID26D240507162851S802
07.05.2024,ТЮРЕПИНО,ТЕХНИКА ДРУГОГО СКЛАДА,МАМОН,6303.4,white,,Загружен,2,WPGUID10D240507163346S475
07.05.2024,ТЮРЕПИНО,ТЕХНИКА ДРУГОГО СКЛАДА,МАМОН,13712.9,white,,Загружен,2,WPGUID10D240507162930S474
07.05.2024,ТЮРЕПИНО,22135 (H351PH124) АТЗ 2790G-11,ТЮРЕПИНО,1452.5,white,,Загружен,2,WPGUID10D240507160935S473
06.05.2024,НАДЕЖДА,170 УРАЛ 375Е,НАДЕЖДА,3461.2,white,,Загружен,2,WPGUID15D240507095536S626
06.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1574.9,white,,Загружен,2,WPGUID20D240507090525S683
06.05.2024,ВЕРХНЯЯ ШУМИХА,ТЕХНИКА ДРУГОГО СКЛАДА,НИЖНЯЯ ШУМИХА,22.3,white,,Загружен,2,WPGUID20D240506181356S682
06.05.2024,ВЕРХНЯЯ ШУМИХА,ТЕХНИКА ДРУГОГО СКЛАДА,НИЖНЯЯ ШУМИХА,846,white,,Загружен,2,WPGUID20D240506091843S681
06.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1415.3,white,,Загружен,2,WPGUID20D240506091635S680
06.05.2024,АНДАТ,376 (К309МТ124) АТЗ КАМАЗ 43118,ТЮХТЕРЕК; ПИХТАЧИ,5464.2,white,,Загружен,2,WPGUID29D240508143220S888
06.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,1469.4,white,,Загружен,2,WPGUID26D240507080141S801
06.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1297 (794) КАМАЗ 4310 ТОПЛИВОЗАПРВЩИК,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,3377.6,white,,Загружен,2,WPGUID16D240506183910S227
06.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1574.9,white,,Загружен,2,WPGUID20D240507090525S683
06.05.2024,ТЮРЕПИНО,22135 (H351PH124) АТЗ 2790G-11,ТЮРЕПИНО,1604.6,white,,Загружен,2,WPGUID10D240507083241S472
06.05.2024,АНДАТ,365 АТЗ  КАМАЗ 43118,БИЗА; АНДАТ; ТЮХТЕРЕК; ПИХТАЧИ,4922.8,white,,Загружен,2,WPGUID29D240508142932S887
06.05.2024,ВЕРХНЯЯ ШУМИХА,ТЕХНИКА ДРУГОГО СКЛАДА,НИЖНЯЯ ШУМИХА,22.3,white,,Загружен,2,WPGUID20D240506181356S682
06.05.2024,ВЕРХНЯЯ ШУМИХА,ТЕХНИКА ДРУГОГО СКЛАДА,НИЖНЯЯ ШУМИХА,846,white,,Загружен,2,WPGUID20D240506091843S681
06.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,173.2,white,,Загружен,2,WPGUID26D240506095056S799
06.05.2024,МАГЫЗЫ,90260 (C445KP124) НЕФАЗ 66062,УСТЬ-ВЕСЕЛЫЙ ,5413.7,white,,Загружен,2,WPGUID26D240506103208S800
06.05.2024,АНДАТ,ТЕХНИКА ДРУГОГО СКЛАДА,ТЮХТЕРЕК,1755,white,,Загружен,2,WPGUID29D240508162519S889
06.05.2024,ТЮРЕПИНО,ТЕХНИКА ДРУГОГО СКЛАДА,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,19879.3,white,,Загружен,2,WPGUID10D240506172259S471
06.05.2024,КУВАЙ,90153 (К030ВМ14) КАМАЗ НЕФАЗ 66062-10,КУВАЙ,5459.8,white,,Загружен,2,WPGUID38D240508113352S479
06.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1415.3,white,,Загружен,2,WPGUID20D240506091635S680
05.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,953.7,white,,Загружен,2,WPGUID20D240505185230S679
05.05.2024,МАМОН,22138 (H368PH124) АТЗ 2790G-11,МАМОН; ИШИМБА,575.3,white,,Загружен,2,WPGUID13D240505231623S497
05.05.2024,ТЮРЕПИНО,22135 (H351PH124) АТЗ 2790G-11,ТЮРЕПИНО,1529.6,white,,Загружен,2,WPGUID10D240506085735S468
05.05.2024,ПОЛУДЕНОВКА ,90207 (Н675ВА138) ЦИСТЕРНА-565815(ГБ-ОПА-4310),ПОЛУДЕНОВКА ,6095,white,,Загружен,2,WPGUID33D240506083641S451
05.05.2024,МАМОН,22138 (H368PH124) АТЗ 2790G-11,МАМОН; ИШИМБА,1717.7,white,,Загружен,2,WPGUID13D240505141312S496
05.05.2024,КАРАГАН,90069 (Т137ТТ70) УРАЛ 4320 (АВТОЦИСТЕРНА),КАРАГАН,6748.6,white,,Загружен,2,WPGUID36D240505160429S550
05.05.2024,ВЕРХНЯЯ ШУМИХА,АТЗ № 480 (H366PH124) АТЗ 2790G-11,ВЕРХНЯЯ ШУМИХА,1065,white,,Загружен,2,WPGUID20D240505114844S678
05.05.2024,МАМОН,22138 (H368PH124) АТЗ 2790G-11,МАМОН; ИШИМБА,1440.7,white,,Загружен,2,WPGUID13D240505140618S494
05.05.2024,ГОРЕВАЯ,АТЗ № 90173 (У092ТВ38) НЕФАЗ-66062-10,ГОРЕВАЯ,3468.4,white,,Загружен,2,WPGUID18D240506075415S190
05.05.2024,СИСИМ-ДРАЖНЫЙ,90261 (Р594РТ124),СИСИМ-ДРАЖНЫЙ,6171.5,white,,Загружен,2,WPGUID41D240506083133S604
05.05.2024,БЕССОНОВСКИЙ,80028 МАЗ 5337 АТЗ (БЕЗ ДОКУМЕНТОВ),БЕССОНОВСКИЙ,8370,white,,Загружен,2,WPGUID46D240505164235S220
05.05.2024,МАМОН,22138 (H368PH124) АТЗ 2790G-11,МАМОН; ИШИМБА,1730.8,white,,Загружен,2,WPGUID13D240505231811S498
05.05.2024,АНДАТ,376 (К309МТ124) АТЗ КАМАЗ 43118,ТЮХТЕРЕК; ПИХТАЧИ,8120.9,white,,Загружен,2,WPGUID29D240506173205S886
05.05.2024,ЛЕОНТЬЕВСКИЙ     ,90020 (А302УА38) УРАЛ ТОПЛИВОЗАПРАВЩИК,ЛЕОНТЬЕВСКИЙ     ,3909,white,,Загружен,2,WPGUID34D240506060900S413
05.05.2024,МАМОН,22138 (H368PH124) АТЗ 2790G-11,МАМОН; ИШИМБА,1330.2,white,,Загружен,2,WPGUID13D240505140808S495
05.05.2024,КУВАЙ,90153 (К030ВМ14) КАМАЗ НЕФАЗ 66062-10,КУВАЙ,5918.4,white,,Загружен,2,WPGUID38D240508095832S478
05.05.2024,КАРАГАН,529 (E995PO124) ГАЗ -С41А23 (SADKO NEXT),КАРАГАН,1679.3,white,,Загружен,2,WPGUID36D240505160031S549
05.05.2024,МАГЫЗЫ,748 (M148РP124) ГАЗ -С41А23 (SADKO NEXT),МАГЫЗЫ,2194.4,white,,Загружен,2,WPGUID26D240505163916S797
05.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,90085 (C003РУ55) ТОПЛИВОЗАПРАВЩИК УРАЛ 5668Т5,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,2542.7,white,,Загружен,2,WPGUID2D240506003706S226
05.05.2024,АНДАТ,90065 (В334НВ124) АТЗ КАМАЗ,БИЗА; АНДАТ,3995.4,white,,Загружен,2,WPGUID29D240506172714S885
05.05.2024,МАГЫЗЫ,90260 (C445KP124) НЕФАЗ 66062,МАГЫЗЫ,6216.3,white,,Загружен,2,WPGUID26D240505154145S796
05.05.2024,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,1297 (794) КАМАЗ 4310 ТОПЛИВОЗАПРВЩИК,ИЛЬИНСКИЙ-ПЕТРОПАВЛОВСКИЙ,5046,white,,Загружен,2,WPGUID16D240506105132S226
05.05.2024,КАРАГАН,529 (E995PO124) ГАЗ -С41А23 (SADKO NEXT),КАРАГАН,838.6,white,,Загружен,2,WPGUID36D240506065930S552
05.05.2024,НАДЕЖДА,170 УРАЛ 375Е,НАДЕЖДА,3346.5,white,,Загружен,2,WPGUID15D240506103105S625
05.05.2024,ТЮРЕПИНО,22135 (H351PH124) АТЗ 2790G-11,ТЮРЕПИНО,883,white,,Загружен,2,WPGUID10D240506085914S469
04.05.2024,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,90085 (C003РУ55) ТОПЛИВОЗАПРАВЩИК УРАЛ 5668Т5,ИЛЬИНСКИЙ СЕВЕРО-ЕНИСЕЙСКИЙ,3581.9,white,,Загружен,2,WPGUID2D240505001833S223
04.05.2024,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,1229 (Т643УХ124) АВТОТОПЛИВОЗАПРАВЩИК УРАЛ 4320,ПРАВАЯ БЕЗЫМЯНКА - Б. МУРОЖНАЯ ,8500,white,,Загружен,2,WPGUID7D240504134712S411
04.05.2024,МАМОН,22138 (H368PH124) АТЗ 2790G-11,МАМОН; ИШИМБА,1956.5,white,,Загружен,2,WPGUID13D240504161130S490
